location,latitude,longitude,elevationMeters,bufferRadiusMeters,isHidden,trueCoordinates,comments,internal_wildtrax_id,internal_update_ts
16TCU65-1,48.364317,-88.829498,,,Visible,t,,332243, 2022-11-02 21:45:14
16TCU65-2,48.334676,-88.794985,,,Visible,t,,332274, 2022-11-02 21:46:17
16TCU65-3,48.331063,-88.819928,,,Visible,t,,332324, 2022-11-03 03:09:23
16TCU65-4,48.339165,-88.796722,,,Visible,t,,332277, 2022-11-02 21:46:20
16TCU65-5,48.347157,-88.807450,,,Visible,t,,332267, 2022-11-02 21:45:57
16TCU65-6,48.353502,-88.815328,,,Visible,t,,332225, 2022-11-02 21:44:41
16TCU65-7,48.365624,-88.789902,,,Visible,t,,332271, 2022-11-02 21:46:08
16TCU65-8,48.343652,-88.797500,,,Visible,t,,332249, 2022-11-02 21:45:23
16TCU65-9,48.376198,-88.825845,,,Visible,t,,332283, 2022-11-02 21:46:32
16TCU66-1,48.395167,-88.810839,,,Visible,t,,332268, 2022-11-02 21:45:59
16TCU66-2,48.387179,-88.814148,,,Visible,t,,332286, 2022-11-02 21:46:36
16TCU66-3,48.398708,-88.806519,,,Visible,t,,332300, 2022-11-02 21:47:08
16TCU66-4,48.401465,-88.801064,,,Visible,t,,332235, 2022-11-02 21:45:00
16TCU66-6,48.401679,-88.794288,,,Visible,t,,332226, 2022-11-02 21:44:42
16TCU66-7,48.390500,-88.809525,,,Visible,t,,332303, 2022-11-02 21:47:13
16TCU66-8,48.402211,-88.784403,,,Visible,t,,332269, 2022-11-02 21:46:03
16TCU66-9,48.402718,-88.775449,,,Visible,t,,332251, 2022-11-02 21:45:28
16TCU67-1,48.474714,-88.823655,,,Visible,t,,331153, 2022-10-26 19:57:41
16TCU67-2,48.478103,-88.818742,,,Visible,t,,331148, 2022-10-26 19:57:34
16TCU67-3,48.539538,-88.877331,,,Visible,t,,332321, 2022-11-03 03:09:18
16TCU67-4,48.481019,-88.813528,,,Visible,t,,331151, 2022-10-26 19:57:39
16TCU67-5,48.482482,-88.806895,,,Visible,t,,331140, 2022-10-26 19:57:21
16TCU67-6,48.482328,-88.800096,,,Visible,t,,331147, 2022-10-26 19:57:33
16TCU67-7,48.483109,-88.793289,,,Visible,t,,331157, 2022-10-26 19:57:49
16TCU67-8,48.485765,-88.769306,,,Visible,t,,332287, 2022-11-02 21:46:39
16TCU67-9,48.485263,-88.776231,,,Visible,t,,331155, 2022-10-26 19:57:44
16TCU76-1,48.468122,-88.724303,,,Visible,t,,332223, 2022-11-02 21:44:40
16TCU76-2,48.466816,-88.752967,,,Visible,t,,332230, 2022-11-02 21:44:50
16TCU76-3,48.457799,-88.734693,,,Visible,t,,332281, 2022-11-02 21:46:29
16TCU76-4,48.460570,-88.740050,,,Visible,t,,332264, 2022-11-02 21:45:52
16TCU76-5,48.463580,-88.745077,,,Visible,t,,332272, 2022-11-02 21:46:11
16TCU76-7,48.431792,-88.735092,,,Visible,t,,332319, 2022-11-03 03:09:14
16TCU76-8,48.441104,-88.729703,,,Visible,t,,332336, 2022-11-03 03:09:43
16TCU77-1,48.555113,-88.648112,,,Visible,t,,332284, 2022-11-02 21:46:33
16TCU77-3,48.535535,-88.706786,,,Visible,t,,332252, 2022-11-02 21:45:29
16TCU77-5,48.535928,-88.714873,,,Visible,t,,332306, 2022-11-02 21:47:18
16TCU77-6,48.517798,-88.659116,,,Visible,t,,332307, 2022-11-02 21:47:20
16TCU77-7,48.512804,-88.722231,,,Visible,t,,332219, 2022-11-02 21:44:33
16TCU77-8,48.528550,-88.666511,,,Visible,t,,332238, 2022-11-02 21:45:04
16TCU77-9,48.557866,-88.679211,,,Visible,t,,332273, 2022-11-02 21:46:12
16TCU78-1,48.565060,-88.680086,,,Visible,t,,332295, 2022-11-02 21:47:00
16TCU78-2,48.564876,-88.712138,,,Visible,t,,332236, 2022-11-02 21:45:02
16TCU78-3,48.564899,-88.705131,,,Visible,t,,332291, 2022-11-02 21:46:48
16TCU78-4,48.564921,-88.698123,,,Visible,t,,332285, 2022-11-02 21:46:35
16TCU78-5,48.564953,-88.691049,,,Visible,t,,332302, 2022-11-02 21:47:11
16TCU78-6,48.564835,-88.719117,,,Visible,t,,332261, 2022-11-02 21:45:46
16TCU78-7,48.564144,-88.737528,,,Visible,t,,332263, 2022-11-02 21:45:50
16TCU78-8,48.612861,-88.702037,,,Visible,t,,332312, 2022-11-03 03:09:01
16TFU61-C,,,,,Visible,t,,475188, 2023-03-27 00:32:00
16TFU61-F,,,,,Visible,t,,475187, 2023-03-27 00:32:00
16TFU61-J,,,,,Visible,t,,475186, 2023-03-27 00:32:00
16UEA91-1,49.780665,-85.685901,,,Visible,t,,332399, 2022-11-03 18:09:35
16UEA91-2,49.762303,-85.691133,,,Visible,t,,332405, 2022-11-03 18:09:44
16UEA91-3,49.744688,-85.713344,,,Visible,t,,331520, 2022-10-28 15:01:33
16UEA91-4,49.809415,-85.696437,,,Visible,t,,332131, 2022-11-01 17:48:12
16UEA91-6,49.809909,-85.661648,,,Visible,t,,332137, 2022-11-01 17:48:20
16UEA91-9,49.738292,-85.731209,,,Visible,t,,331416, 2022-10-28 14:58:40
16UEA91-C,49.784330,-85.629554,,,Visible,t,,332397, 2022-11-03 18:09:32
16UEA91-D,49.746067,-85.715181,,,Visible,t,,331435, 2022-10-28 14:59:11
16UEA91-G,49.819000,-85.709831,,,Visible,t,,332406, 2022-11-03 18:09:47
16UEA91-L,49.750704,-85.714740,,,Visible,t,,331515, 2022-10-28 15:01:25
16UEA91-P,49.748521,-85.715880,,,Visible,t,,331434, 2022-10-28 14:59:10
16UEA91-W,,,,,Visible,t,,332152, 2022-11-01 17:48:44
16UEA91-X,,,,,Visible,t,,332139, 2022-11-01 17:48:24
16UFC28-E,52.227428,-85.164151,,,Visible,t,,475221, 2023-03-27 16:45:50
16UFC28-F,52.228908,-85.173198,,,Visible,t,,475230, 2023-03-27 16:46:06
16UFC28-K,52.225843,-85.166281,,,Visible,t,,475228, 2023-03-27 16:46:01
16UFC28-L,52.225972,-85.164153,,,Visible,t,,475243, 2023-03-27 16:46:26
16UFC28-M,52.229115,-85.177832,,,Visible,t,,475232, 2023-03-27 16:46:07
16UFC28-R,52.226884,-85.173091,,,Visible,t,,475244, 2023-03-27 16:46:28
16UFC39-C,52.279542,-85.063292,,,Visible,t,,475225, 2023-03-27 16:45:57
16UFC39-D,52.272322,-85.036080,,,Visible,t,,475233, 2023-03-27 16:46:10
16UFC39-E,52.286276,-85.059948,,,Visible,t,,475259, 2023-03-27 16:46:50
16UFC39-F,52.278290,-85.033793,,,Visible,t,,475237, 2023-03-27 16:46:18
16UFC39-G,52.280582,-85.029381,,,Visible,t,,475226, 2023-03-27 16:46:00
16UFC39-K,52.274006,-85.039479,,,Visible,t,,475251, 2023-03-27 16:46:38
16UFC39-Q,52.282744,-85.055103,,,Visible,t,,475260, 2023-03-27 16:46:51
16UFC39-R,52.281565,-85.024177,,,Visible,t,,475234, 2023-03-27 16:46:13
16UFD33-B,52.651957,-85.012395,,,Visible,t,,475256, 2023-03-27 16:46:45
16UFD33-K,52.688540,-85.017614,,,Visible,t,,475220, 2023-03-27 16:45:50
16UFD33-M,52.653770,-85.007892,,,Visible,t,,475257, 2023-03-27 16:46:47
16UFD33-P,52.659693,-85.006691,,,Visible,t,,475255, 2023-03-27 16:46:45
16UFD33-V,52.654295,-85.012939,,,Visible,t,,475236, 2023-03-27 16:46:16
16UFD47-A,53.030641,-84.857857,,,Visible,t,,475249, 2023-03-27 16:46:35
16UFD47-C,53.027618,-84.854234,,,Visible,t,,475250, 2023-03-27 16:46:36
16UFD47-G,53.024495,-84.857088,,,Visible,t,,475223, 2023-03-27 16:45:51
16UFD47-J,53.021145,-84.790959,,,Visible,t,,475248, 2023-03-27 16:46:33
16UFD47-N,53.020904,-84.787154,,,Visible,t,,475253, 2023-03-27 16:46:41
16UFD47-Q,53.023396,-84.788220,,,Visible,t,,475222, 2023-03-27 16:45:51
16UFD47-W,53.026737,-84.788988,,,Visible,t,,475241, 2023-03-27 16:46:25
16UFV38-2,,,,,Visible,t,,331516, 2022-10-28 15:01:27
16UFV38-3,,,,,Visible,t,,331455, 2022-10-28 14:59:45
16UFV38-8,,,,,Visible,t,,331521, 2022-10-28 15:01:34
16UFV38-F,,,,,Visible,t,,331446, 2022-10-28 14:59:30
16UFV38-S,,,,,Visible,t,,331459, 2022-10-28 14:59:51
16UFV38-V,,,,,Visible,t,,331472, 2022-10-28 15:00:15
16UFV78-1,49.535021,-84.560000,,,Visible,t,,332382, 2022-11-03 18:09:07
16UFV78-9,49.534559,-84.569658,,,Visible,t,,332423, 2022-11-03 18:10:15
16UFV78-I,,,,,Visible,t,,332165, 2022-11-01 17:49:05
16UFV78-T,49.501514,-84.584998,,,Visible,t,,332429, 2022-11-03 18:10:25
16UFV78-X,,,,,Visible,t,,332158, 2022-11-01 17:48:55
16UFV78-Y,,,,,Visible,t,,332146, 2022-11-01 17:48:34
16UFV78-Z,,,,,Visible,t,,332159, 2022-11-01 17:48:55
17TLM91-1,46.190883,-82.397182,,,Visible,t,,331851, 2022-10-30 19:15:51
17TLM91-3,46.186139,-82.341679,,,Visible,t,,331592, 2022-10-30 03:58:41
17TLM91-4,46.189790,-82.390869,,,Visible,t,,331839, 2022-10-30 19:15:28
17TLM91-6,46.204927,-82.329744,,,Visible,t,,331837, 2022-10-30 19:15:25
17TLM91-8,46.193745,-82.402361,,,Visible,t,,331821, 2022-10-30 19:14:53
17TLM91-9,46.223256,-82.395786,,,Visible,t,,331282, 2022-10-27 14:33:50
17TLN23-C,47.278884,-83.271236,,,Visible,t,,331473, 2022-10-28 15:00:16
17TLN23-F,47.247948,-83.282415,,,Visible,t,,332024, 2022-11-01 17:16:42
17TLN23-K,47.273356,-83.250850,,,Visible,t,,331404, 2022-10-28 14:58:16
17TLN23-L,47.276765,-83.270075,,,Visible,t,,331438, 2022-10-28 14:59:16
17TLN23-N,47.249861,-83.284863,,,Visible,t,,331437, 2022-10-28 14:59:14
17TLN23-R,,,,,Visible,t,,332023, 2022-11-01 17:16:40
17TLN23-S,,,,,Visible,t,,332072, 2022-11-01 17:18:05
17TLN31-1,47.064578,-83.149760,,,Visible,t,,332069, 2022-11-01 17:17:56
17TLN31-9,47.069507,-83.121917,,,Visible,t,,332047, 2022-11-01 17:17:21
17TLN31-B,47.051480,-83.151419,,,Visible,t,,331414, 2022-10-28 14:58:33
17TLN31-C,47.056138,-83.149723,,,Visible,t,,331440, 2022-10-28 14:59:20
17TLN31-G,47.049104,-83.151942,,,Visible,t,,331407, 2022-10-28 14:58:23
17TLN31-N,47.048006,-83.148580,,,Visible,t,,331498, 2022-10-28 15:00:58
17TLN31-S,47.053885,-83.150857,,,Visible,t,,331431, 2022-10-28 14:59:04
17TLN31-W,,,,,Visible,t,,332064, 2022-11-01 17:17:47
17TLN61-4,47.094140,-82.819583,,,Visible,t,,332012, 2022-11-01 17:16:17
17TLN61-6,47.042030,-82.782187,,,Visible,t,,331427, 2022-10-28 14:58:57
17TLN61-N,47.045629,-82.767733,,,Visible,t,,331484, 2022-10-28 15:00:35
17TLN88-2,47.730869,-82.587173,,,Visible,t,,331504, 2022-10-28 15:01:07
17TLN88-7,47.743823,-82.493558,,,Visible,t,,332084, 2022-11-01 17:18:26
17TLN88-8,47.725359,-82.522315,,,Visible,t,,331509, 2022-10-28 15:01:15
17TLN88-9,47.751707,-82.480228,,,Visible,t,,332010, 2022-11-01 17:16:16
17TLN88-A,,,,,Visible,t,,331468, 2022-10-28 15:00:09
17TLN88-B,,,,,Visible,t,,331412, 2022-10-28 14:58:31
17TLP30-4,47.866007,-83.222109,,,Visible,t,,331503, 2022-10-28 15:01:07
17TLP30-6,47.886491,-83.191014,,,Visible,t,,332035, 2022-11-01 17:17:01
17TLP30-7,47.866361,-83.215465,,,Visible,t,,331483, 2022-10-28 15:00:31
17TLP30-9,47.858546,-83.220359,,,Visible,t,,331411, 2022-10-28 14:58:29
17TLP31-6,47.936697,-83.213207,,,Visible,t,,331403, 2022-10-28 14:58:15
17TLP31-7,47.932431,-83.216037,,,Visible,t,,331514, 2022-10-28 15:01:23
17TLP31-8,47.925506,-83.207923,,,Visible,t,,331525, 2022-10-28 15:01:40
17TLP31-V,,,,,Visible,t,,332065, 2022-11-01 17:17:49
17TLP31-W,,,,,Visible,t,,332090, 2022-11-01 17:18:35
17TLP31-X,,,,,Visible,t,,332050, 2022-11-01 17:17:23
17TLP31-Z,,,,,Visible,t,,331479, 2022-10-28 15:00:25
17TLP50-4,47.902946,-82.912799,,,Visible,t,,331418, 2022-10-28 14:58:41
17TLP50-5,47.894521,-82.881369,,,Visible,t,,332079, 2022-11-01 17:18:17
17TLP50-A,,,,,Visible,t,,332021, 2022-11-01 17:16:37
17TLP50-B,,,,,Visible,t,,332085, 2022-11-01 17:18:26
17TLP50-D,,,,,Visible,t,,331495, 2022-10-28 15:00:54
17TLP50-E,,,,,Visible,t,,331452, 2022-10-28 14:59:40
17TLP90-4,47.892141,-82.385282,,,Visible,t,,332011, 2022-11-01 17:16:16
17TLP90-B,47.889585,-82.385321,,,Visible,t,,332095, 2022-11-01 17:18:43
17TLP90-C,47.893794,-82.379479,,,Visible,t,,332038, 2022-11-01 17:17:05
17TLP90-E,47.893572,-82.382992,,,Visible,t,,332100, 2022-11-01 17:18:52
17TLP90-Z,,,,,Visible,t,,332051, 2022-11-01 17:17:28
17TMH89-1,43.340297,-81.155027,,,Visible,t,,91317, 2021-09-16 19:54:05
17TMH89-2,43.275630,-81.204158,,,Visible,t,,475263, 2023-03-27 17:00:17
17TMH89-3,43.313424,-81.240292,,,Visible,t,,91301, 2021-09-16 19:54:05
17TMH89-5,43.318919,-81.196903,,,Visible,t,,91300, 2021-09-16 19:54:05
17TMH89-6,43.264509,-81.165332,,,Visible,t,,91299, 2021-09-16 19:54:05
17TMH89-8,43.297297,-81.181460,,,Visible,t,,91297, 2021-09-16 19:54:05
17TMH89-9,43.272877,-81.197925,,,Visible,t,,91298, 2021-09-16 19:54:05
17TMK73-1,44.592434,-81.262145,,,Visible,t,,331731, 2022-10-30 04:50:15
17TMK73-9,44.554490,-81.294459,,,Visible,t,,331729, 2022-10-30 04:50:11
17TMK80-2,44.318816,-81.243982,,,Visible,t,,331187, 2022-10-27 04:02:42
17TMK80-4,44.300640,-81.226381,,,Visible,t,,331207, 2022-10-27 04:03:13
17TMK83-3,44.570165,-81.248620,,,Visible,t,,331732, 2022-10-30 04:50:17
17TMK83-5,44.594892,-81.223917,,,Visible,t,,331736, 2022-10-30 04:50:23
17TMK83-6,44.565974,-81.224574,,,Visible,t,,331720, 2022-10-30 04:49:56
17TMK83-7,44.552549,-81.247374,,,Visible,t,,331725, 2022-10-30 04:50:05
17TMK83-8,44.550180,-81.150335,,,Visible,t,,331742, 2022-10-30 04:50:32
17TMK83-9,44.600001,-81.234962,,,Visible,t,,331726, 2022-10-30 04:50:08
17TMM11-3,46.215412,-82.066107,,,Visible,t,,331824, 2022-10-30 19:14:59
17TMM11-5,46.206714,-82.128329,,,Visible,t,,331663, 2022-10-30 04:39:52
17TMM11-8,46.179479,-82.163493,,,Visible,t,,331845, 2022-10-30 19:15:43
17TMM11-9,46.206085,-82.103337,,,Visible,t,,331666, 2022-10-30 04:39:57
17TMM21-2,46.179177,-82.016729,,,Visible,t,,331677, 2022-10-30 04:40:18
17TMM21-5,46.181387,-82.023287,,,Visible,t,,331846, 2022-10-30 19:15:45
17TMM21-6,46.173328,-81.923357,,,Visible,t,,331255, 2022-10-27 14:33:06
17TMM21-8,46.186048,-82.023386,,,Visible,t,,331856, 2022-10-30 19:16:02
17TMM22-2,46.262229,-82.015811,,,Visible,t,,331848, 2022-10-30 19:15:46
17TMM22-8,46.271606,-81.915792,,,Visible,t,,331602, 2022-10-30 03:59:09
17TMM51-B,46.151196,-81.559873,,,Visible,t,,331952, 2022-10-31 20:38:22
17TMM51-D,46.154754,-81.553809,,,Visible,t,,331953, 2022-10-31 20:38:23
17TMM51-E,46.147643,-81.565107,,,Visible,t,,331946, 2022-10-31 20:38:13
17TMM61-A,46.167550,-81.401292,,,Visible,t,,331947, 2022-10-31 20:38:15
17TMM61-B,46.167111,-81.395589,,,Visible,t,,331961, 2022-10-31 20:38:35
17TMM61-C,46.166250,-81.407513,,,Visible,t,,331951, 2022-10-31 20:38:21
17TMM61-D,46.165661,-81.411226,,,Visible,t,,331964, 2022-10-31 20:38:39
17TMM61-E,46.162965,-81.412669,,,Visible,t,,331962, 2022-10-31 20:38:37
17TMM61-H,46.164163,-81.417225,,,Visible,t,,331950, 2022-10-31 20:38:19
17TMM61-I,46.163987,-81.421226,,,Visible,t,,331960, 2022-10-31 20:38:33
17TMM61-J,46.164318,-81.399157,,,Visible,t,,331959, 2022-10-31 20:38:31
17TMM61-L,46.180864,-81.427976,,,Visible,t,,331956, 2022-10-31 20:38:27
17TMM61-M,46.179516,-81.432150,,,Visible,t,,331943, 2022-10-31 20:38:06
17TMM61-N,46.177390,-81.437458,,,Visible,t,,331957, 2022-10-31 20:38:29
17TMM61-O,46.177426,-81.437446,,,Visible,t,,331965, 2022-10-31 20:38:41
17TMM61-P,46.177452,-81.442317,,,Visible,t,,331971, 2022-10-31 20:38:52
